"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"유니린정0.1밀리그램(데스모프레신아세트산염)","타원형","하양","흰색의 타원형 정제","null","-"
"피나스톤정1밀리그램(피나스테리드)","팔각형","분홍","황갈색의 양면이 볼록한 팔각형 모양의 필름코팅정","null","null"
"칼리다제정(칼리디노게나제)","원형","주황","주황색 원형의 장용성 필름코팅정","null","null"
"폴라스토정(폴라프레징크)","원형","하양","흰색의 원형 정제","null","null"
"레타미정500밀리그램(클래리트로마이신)","타원형","연두","노란색의 타원형 필름코팅정","null","-"
"이트코나정(이트라코나졸고체분산체)","원형","하양","(내수용)백색 또는 미황색을 띤 원형 필름코팅정(수출용)백색 내지 미백색의 달걀형 필름코팅정","null","null"
"브이멜라인장용정(브로멜라인)","장방형","분홍","살구색 타원형의 장용성 필름코팅정","null","null"
"레가바정150밀리그램(프레가발린)","타원형","하양","흰색 또는 연한 노란색의 타원형 정제","null","null"
"위더펜틴캡슐300밀리그램(가바펜틴)","장방형","노랑","백색 또는 회백색의 분말 또는 과립이 들어있는 상?하부 미황색의 경질캡슐제","null","null"
"엘티닙정100밀리그램(엘로티닙염산염)","원형","하양","흰색 내지 미황색의 원형 필름코팅정","null","null"
"가네존연질캡슐(밀크시슬열매건조엑스)","타원형","갈색","황갈색의 유상 내용물을 함유한 암적색의 장방형 연질캡슐제","null","null"
"니자드정(니자티딘)","원형","주황","등황색의 원형 필름코팅정","null","null"
"모사킴정(모사프리드시트르산염수화물)","장방형","하양","흰색의 장방형 필름코팅정","null","-"
"레블리킨캡슐10밀리그램(레날리도마이드)","장방형","노랑","흰색 가루가 들어 있는 상부 노란색, 하부 회색의 경질캡슐","null","null"
"레블리킨캡슐5밀리그램(레날리도마이드)","장방형","초록","흰색 가루가 들어 있는 상부 초록색, 하부 연한 황갈색의 경질 캡슐","null","null"
"글리아민연질캡슐(콜린알포세레이트)","타원형","갈색","무색투명의 액을 넣은 담황색의 타원형 연질캡슐","null","null"
"진큐크린정120mg(은행엽건조엑스)","원형","연두","녹색의 원형 필름코팅정 ","null","null"
"아질렉트정0.5밀리그램(라사길린메실산염)","원형","하양","한쪽 면의 위쪽에 ""GIL"", 아래쪽에 ""0.5""가 새겨진 흰색 또는 거의 흰색의 모서리가 있는 편평한 원형 정제","null","null"
"넥스팜탄산칼슘정(침강탄산칼슘)","원형","하양","흰색의 원형 정제","null","null"
"아도네정10밀리그램(도네페질염산염일수화물)","원형","노랑","노란색의 원형 필름코팅정제","null","null"
"아도네정5밀리그램(도네페질염산염일수화물)","원형","하양","이 약은 흰색의 원형 필름코팅정제이다.","null","null"
"그리멜정2mg(글리메피리드)","기타","청록","녹색의 장방형 정제","null","null"
"데잘탄플러스정16/12.5밀리그램","타원형","주황","한면에 분할선이 있는 연한 주황색의 장방형 정제","-","null"
"비맥스엠지액티브연질캡슐","타원형","갈색","연한 분홍색의 점조성 내용물을 함유한 적갈색의 장방형 연질캡슐","null","null"
"카르닐정(엘카르니틴)","원형","하양","흰색의 원형필름코팅정","null","null"
"제이비카에이치씨티정10/40/12.5밀리그램","원형","분홍","회적색의 원형 필름코팅정제","null","null"
"제이비카에이치씨티정5/40/12.5밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정제","null","null"
"제이비카에이치씨티정5/20/12.5밀리그램","원형","분홍","흰 주황색의 원형 필름코팅정제","null","null"
"듀오웰에이정80/5/20밀리그램","타원형","분홍","진한 분홍색의 타원형 필름코팅정","null","null"
"듀오웰에이정40/5/5밀리그램 ","타원형","노랑","노란색의 타원형 필름코팅정","null","null"
"듀오웰에이정40/5/10밀리그램","타원형","분홍","분홍색의 타원형 필름코팅정 ","null","null"
"듀오웰에이정40/5/20밀리그램 ","타원형","분홍","진한 분홍색의 타원형 필름코팅정","null","null"
"듀오웰에이정80/5/5밀리그램","타원형","노랑","노란색의 타원형 필름코팅정","null","null"
"훼로모아캡슐","장방형","갈색","적갈색의 분말이 든 갈색의 경질캡슐","null","null"
"코프패스연질캡슐","타원형","파랑, 투명","미황색의 투명한 액이 든 청색의 투명한 장방형 연질캡슐","null","null"
"클로나인연질캡슐(클로닉신리시네이트)","타원형","파랑, 투명","미황색의 투명한 액이 든 청색의 투명한 타원형 연질캡슐","null","null"
"액티엠메트정15/850mg","장방형","하양","흰색 내지 회백색의 장방형 필름코팅정","null","null"
"클로켐CR정(아세클로페낙)","장방형","하양","흰색의 장방형 서방성 필름코팅정","null","null"
"콜민코연질캡슐","타원형","초록, 투명","미황색의 투명한 액이 든 녹색의 투명한 장방형 연질캡슐","null","null"
"콜민콜드연질캡슐","타원형","빨강, 투명","미황색의 투명한 액이 든 적색 투명한 장방형 연질캡슐","null","null"
"콜민코프연질캡슐","타원형","파랑, 투명","미황색의 투명한 액이 든 청색 투명한 장방형 연질캡슐","null","null"
"텔미르정40밀리그램(텔미사르탄)","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","-"
"텔미르정80밀리그램(텔미사르탄)","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형 정제","null","-"
"바디본정(바제독시펜아세테이트, 콜레칼시페롤농축분말)","장방형","노랑","노란색의 양면이 볼록한 장방형 필름코팅정","null","null"
"웰피온정(디에틸프로피온염산염)","마름모형","하양","흰색의 마름모형 정제","-","-"
"투록신정(오플록사신)","원형","하양","백색내지 미황백색의 원형 필름코팅정","null","null"
"피오비스정15/850밀리그램","장방형","하양","흰색 내지 회백색의 장방형 필름코팅정","null","null"
"메부라틴정(트리메부틴말레산염)(수출명: MEBURATIN Tablet 100mg)","원형","하양","흰색의 원형정제","null","null"
"젠콤정(알벤다졸)","장방형","주황","연한 주황색의 장방형 필름코팅제","-","null"
"넥스틸투엑스정(애엽95%에탄올연조엑스(20→1))","장방형","연두","녹색의 장방형 필름코팅정","null","null"
"알페질정10밀리그램(도네페질염산염)","원형","노랑","노란색의 원형 필름코팅정제","null","null"
"칼로민에스정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1))","원형","빨강","짙은 갈색의 원형 필름코팅 정제","null","null"
"스토큐어정(레바미피드)","원형","하양","흰색의 원형필름코팅정","null","null"
"아토스틴정(아토르바스타틴칼슘삼수화물)","타원형","하양","흰색의 타원형 필름코팅정","null","-"
"글리틴정(콜린알포세레이트)","타원형","주황","담황색의 달걀형 필름코팅정제","null","null"
"토르비스정(아토르바스타틴칼슘삼수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"크라모넥스듀오정500밀리그램(아목시실린-클라불란산칼륨(7:1))","장방형","하양","흰색 또는 거의 흰색의 장방형 필름코팅정","-","null"
"네오스타정40/5밀리그램","타원형","파랑","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"네오스타정40/10밀리그램","타원형","파랑","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"네오스타정80/5밀리그램","타원형","파랑","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"텔민스타정40/5mg","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"텔민스타정80/5mg","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"베포린비정(베포타스틴베실산염)","원형","하양","흰색의 분할선이 있는 필름코팅정","null","-"
"신신플루코나졸캡슐50밀리그램","장방형","파랑","백색분말이 충진된 상부는 청색, 하부는 백색의 캡슐제","null","null"
"에스팔몬정(리마프로스트알파덱스)","원형","하양","흰색의 원형 정제","null","null"
"세라칸에이치씨티정5/20/12.5밀리그램","원형","분홍","흰 주황색의 원형 필름코팅정제","null","null"
"세파시드캡슐(세파클러수화물)","장방형","파랑","백색 또는 황백색의 결정성 분말이 충진된 상의 담청색 불투명, 하의 백색 불투명의 경질캡슐제이다.","null","null"
"삼성로수바스타틴정20밀리그램(로수바스타틴칼슘)","원형","분홍","분홍색의 원형필름코팅정제","null","null"
"몬카루스정10밀리그램(몬테루카스트나트륨)","사각형","주황","모서리가 둥근 사각형 모양의 베이지색 필름코팅정제","null","null"
"소울큐정5밀리그램(솔리페나신숙신산염)","원형","하양","밝은 노란색의 원형 필름코팅정","null","null"
"몬테루칸속붕해정4밀리그램(몬테루카스트나트륨)","타원형","하양","흰색 내지 연한 노란색의 양면이 볼록한 타원형 구강붕해정","null","null"
"인후렉신캡슐(은교산)","장방형","빨강","갈색의 분말이 충진된 상부 주홍색 불투명, 하부 미황색 불투명의 경질캡슐제","null","null"
"메가골드백정","장방형","갈색","적갈색의 장방형 필름코팅정","-","null"
"파모스정20밀리그램(파모티딘)","원형","하양","흰색의 원형 필름코팅정","null","null"
"탐로스서방캡슐0.4밀리그램(탐스로신염산염)","장방형","분홍","흰색 내지 연한 노란색의 펠렛을 함유한 상, 하부 흐린 노란 주황색의 경질캡슐","null","null"
"소부날에이정","타원형","하양","흰색의 장방형 필름코팅정","null","null"
"탐스렌서방캡슐0.4밀리그램(탐스로신염산염)","장방형","분홍","흰색 내지 연한 노란색의 펠렛을 함유한 상, 하부 흐린 노란 주황색의 경질캡슐","null","null"
"가바메드캡슐25밀리그램(프레가발린)","장방형","노랑","흰색 분말이 든 상부 연한 노란색, 하부 흰색의 경질캡슐제","null","null"
"가바메드캡슐50밀리그램(프레가발린)","장방형","남색","흰색분말이 든 상부 남색, 하부 흰색의 경질캡슐제","null","null"
"실렌타서방캡슐200밀리그램(실로스타졸) ","장방형","하양","흰색 또는 연한 황색의 과립을 포함하는 상하 흰색의 경질캡슐제 ","null","null"
"실렌타서방캡슐100밀리그램(실로스타졸) ","장방형","하양","흰색 또는 연한 황색의 과립을 포함하는 상하 흰색의 경질캡슐제","null","null"
"세비콕캡슐200밀리그램(세레콕시브) ","장방형","하양","흰색 내지 연노랑색의 분말이 충전된 흰색의 캡슐제","null","null"
